cluster,song_artist
6,Moss - Radio Edit by Daniel Agust
6,Moss - Radio Edit by GusGus
3,Must Be The Moon by !!!
16,Break by The Cinematics
0,Lovers Who Uncover - Crystal Castles Vs. The Little Ones by The Little Ones
0,Lovers Who Uncover - Crystal Castles Vs. The Little Ones by Crystal Castles
0,Lovers Who Uncover - Crystal Castles Vs. The Little Ones by Lazar
18,Outerregions by to my boy
5,Burn It All Down by VHS or Beta
17,Midnight Surprise: My Time Spent Down The Lavender Bridge - Album Version;Explicit by Lightspeed Champion
16,Mouths To Feed by The Epochs
6,Hercules Theme by Hercules & Love Affair
1,Who You Gonna Run To? by Solid Gold
0,Elvis by These New Puritans
12,Holiday by Metronomy
12,Tiger Toy by Electrocute
12,Tiger Toy by The Lady Tigra
5,Tar Heart by Zeigeist
1,Reactor Party by Shitdisco
12,Crimewave (Crystal Castles Vs.) [David Wolf Edit] by HEALTH
3,The Devil's Crayon by Wild Beasts
5,Sleep Paralysist by Neon Indian
12,John Solo by Neon Walrus
17,The Deep End - Holy Ghost! Day School Dub by Curses!
17,The Deep End - Holy Ghost! Day School Dub by Nancy Wang
19,Trash by The Whip
10,Little Baby Pines by Sunbears!
0,1000 Dreams by Miss Kittin
0,1000 Dreams by The Hacker
13,One Day by The Juan Maclean
10,Two Weeks - Fred Falke Radio Mix by Grizzly Bear
10,Two Weeks - Fred Falke Radio Mix by Fred Falke
6,The Numbers Song by Acid Girls
3,Do You Know How to Feel It? by The Diogenes Club
19,Love Will Come by Maps
0,Vital Signs by Midnight Juggernauts
1,Sleepwalking by Cosmetics
10,Take It In by Hot Chip
3,Red Lights by Delphic
3,Tenderoni by Kele
12,Disconnected by Shy Child
5,You Came Out by We Have Band
19,Motorcycle Boy by Mr Flash
5,Solid Gold by The Golden Filter
19,USA Boys by HEALTH
12,Summersun by Miami Horror
1,Cross The Fader by Jamaica
12,Boys Like Us by Haussmann
18,Commotion by The Hundred In The Hands
12,Creature - Original Mix by Andy Butler
12,Creature - Original Mix by Kim Ann Foxman
12,Creature - Original Mix by James Curd
5,Moniker by Bearstronaut
6,Painted Eyes by Hercules & Love Affair
6,Painted Eyes by Aerea Negrot
5,Apollo Throwdown by The Go! Team
12,Hold My Breath by Holy Ghost!
16,Filthy Love by We Are Enfant Terrible
5,C.T.F.O. (feat. M.I.A) by SebastiAn
17,Banana Ripple by Junior Boys
0,Memories of the Future by Handsome Furs
5,Happy Robot by Bufi
12,Club Of Rome by The Cads
17,Aquarium by Housse de Racket
18,Why Am I the Only One Laughing by Blah Blah Blah
0,Flash - Radio Edit by Slove
0,Flash - Radio Edit by Sarah Rebecca
10,Run Overdrive by CIVIL CIVIC
5,I Wanna Run by Ki:Theory
19,Go Ego by Eight And A Half
11,Trash Hologram - Dark Dub by Crystal Castles
11,Trash Hologram - Dark Dub by Alex Zelenka
3,Following by The Phenomenal Handclap Band
5,Inside World by WhoMadeWho
16,Fallin by REFLEX
5,FEELS LIKE by Ben Browning
17,Do You Not Feel Loved? by New Build
5,High Wire by The KDMS
17,Le Goudron - Long Version by YACHT
12,Don't Stop by Gigamesh
1,Blue Jeans by Eugene McGuinness
7,The Stain by The Invisible
18,Goods by iamamiwhoami
5,Dancer by Gin Ga
19,Space Heroine by Sunrom
5,I Want You Now And Always by Ice Choir
0,Summer Rain by Tiger Love
5,Fake Love - Original Mix by Blende
5,Earthquake by Ssion
6,Someone Like You by Étienne de Crécy
1,Runaway Love by Diamond Rings
19,Young Again by Paul Banks
12,The Byte of Love by Sante Les Amis
17,Like an Animal by Cymbals
3,Hard Knocks by New Young Pony Club
5,Rough News by Gramme
2,Onetasker by Applescal
6,The Witch - Original Mix by Dombrance
6,The Witch - Original Mix by Sourya
10,Golden Hour by Prince Innocence
17,Do You Feel What I Feel by Rex The Dog
17,Do You Feel What I Feel by Jamie McDermott
5,Last of Our Kinds by Yuksek
5,Last of Our Kinds by Oh Land
17,Goodbye Horses - Original Mix by Tone Of Arc
16,Cycle by Icky Blossoms
18,Drones by Night Drive
5,Into The Sun by CSS
3,Fools by The Aikiu
16,Begging for Trouble by Call Me Señor
0,Swimming by Holy Models
10,When the Music's Loud by Colette
0,Get Strict by Yip Deceiver
10,My Grip by The Traps
3,Same Way I Feel by Midnight Magic
0,Lost in the Evening (feat. Gary Jules) by Equal
0,Lost in the Evening (feat. Gary Jules) by Gary Jules
5,Aydin feat. Kevin Parker by Discodeine
5,Aydin feat. Kevin Parker by Kevin Parker
16,Behind Your Shades by Anoraak
0,Sleeping Beauty by Night Things
17,Before Your Eyes by Friendly Fires
17,Before Your Eyes by The Asphodells
13,Scarves by Rose Quartz
16,Media Vuelta by MKRNI
17,So Good by Louie Fresco
6,The Who’s Who of Who Cares by Museum Of Love
4,Something Good by Larytta
13,Top of the World by Legs
16,Toothache by Moats
16,Is Everything Ok? - Original Mix by Felix Da Housecat
19,Optico Paralisis by SUPERSTUDIO
17,Free Fire by Bluehost
6,Porc Noise Complaint by Los Porcos
6,Applause by Safakash
17,Out of the Blue by Theus Mago
13,True by Mt. Si
9,Gueto de Gent by Phillipi & Rodrigo
15,No Tongue in Cheek by La Boum Fatale
15,No Tongue in Cheek by Asbjørn
0,Lonely Like We Are by Computer Magic
15,Who Wants It by KCPK
17,End of the Trail by Shit Robot
5,Fire & A Water Sign by Black Peaches
15,The Rain That Never Came by Apache Sun
10,Curvy by D.A.R.K.
10,Hello Death by Johnny Lloyd
10,Believe by IS TROPICAL
17,Through the Yard by Kauf
16,Royal Casino by Soviet Soviet
18,Never See Your Face by Muscles
16,Dead Sea Scrolls by Yeasayer
5,Evil by Operators
0,She Does The Woods by The Last Shadow Puppets
1,Lost Soul by Beach Baby
11,Animal Trails by Moderat
5,Brainwasher by Autolux
9,Gnip Gnop by Animal Collective
5,Opposite of Rhyming by Moving Units
19,Road Blaster by M83
1,Steer the Canyon by Big Black Delta
5,Not Just a Girl by She Wants Revenge
0,To Lose My Life by White Lies
17,Under The Pressure by The War On Drugs
3,Difficult by Uffie
13,The Good News by Bloc Party
3,Street Justice by MSTRKRFT
0,Like A Pen by The Knife
17,Lightworks (Dave P & Adam Sparkles Remix) - DAVE P & ADAM SPARKLES REMIX by Acid Girls
12,Moon Theory by Miami Horror
13,Clown by Ssion
13,Clown by The C.F. Bender Circus
6,Dressed In Polyester by Tacteel
3,It´s My Life by The Amplifetes
16,Generator - Second Floor by Freelance Whales
1,Gravity's Rainbow by Klaxons
17,Phantom Pt II - Soulwax Remix by Justice
17,High and Low - Taped Remix by Tove Styrke
19,Destination: Overdrive - DFA Remix by Chromeo
6,A cause des garçons (Tepr Remix) by Yelle
16,That's What's Happenin' tonight by Mocean Worker
6,Thunderbird by The Golden Filter
19,Hide Me by The Golden Filter
5,Get Mama A House - Jackpot Tax Evation Remix by Teddybears
0,Tillsammans by Albin Gromer
16,Ecstasy by JJ
5,Genova by Lilla Sällskapet
10,Can You Seen Straight? - Nadastrom Moombahton Remix by The Death Set
11,Yo David Chase! You P.O.V. Shot Me In The Head by The Death Set
11,Yo David Chase! You P.O.V. Shot Me In The Head by Diplo
18,Distressed by The Death Set
1,We Are Going Anywhere Man by The Death Set
1,Soar Away - Original Mix by The Death Set
5,Rocket by POLYSICS
1,It's Another Day by The Death Set
3,Intermission by The Death Set
6,Negative Thinking - Best Fwends Wemix by The Death Set
19,Frail by Crystal Castles
10,Kids by MGMT
16,Boy From School by Hot Chip
0,Smile Like You Mean It by The Killers
1,Flux by Bloc Party
2,In Space by Röyksopp
5,Alice Practice by Crystal Castles
18,Air War by Crystal Castles
2,Magic Spells by Crystal Castles
19,Boys by Röyksopp
16,1991 by Crystal Castles
6,Knights by Crystal Castles
6,So Easy by Röyksopp
12,Courtship Dating by Crystal Castles
5,Through the Hosiery by Crystal Castles
16,One Pure Thought by Hot Chip
6,Reckless by Crystal Castles
6,Trash Hologram (Demo) by Crystal Castles
18,"Lovers Who Uncover - Live From The Scala,United Kingdom/2007 by The Little Ones"
6,Head by Röyksopp
3,Eple by Röyksopp
5,Love and Caring by Crystal Castles
17,Hotdog (Cosmo Vitelli Remix) by Simian Mobile Disco
10,Before the Light Goes by The Fallout Trust
6,Simple by Simian Mobile Disco
6,Wooden (Danton Eeprom Remix) by Simian Mobile Disco
0,Signs by Bloc Party
3,Four to the Floor - Thin White Duke Mix; Short Version by Starsailor
0,Don't Cry Out by Shiny Toy Guns
1,Chemistry Of A Car Crash by Shiny Toy Guns
15,1234 - Van She Remix by Feist
5,Falcon Jab by Ratatat
12,Mirando by Ratatat
6,Tribulations by LCD Soundsystem
6,Business Acumen (Holy Ghost! cover version) by In Flagranti
2,Business Acumen (You Love Her Coz Shes Dead alteration) by In Flagranti
3,Happy Up Here by Röyksopp
16,Vision One by Röyksopp
18,This Must Be It by Röyksopp
8,40 Years Back \ Come by Röyksopp
18,Sparks - Live by Röyksopp
19,Tits & Acid (Oscillation Remix) by Simian Mobile Disco
6,Clock by Simian Mobile Disco
6,Tricky Tricky by Röyksopp
6,Miss It So Much by Röyksopp
16,You Don't Have a Clue by Röyksopp
19,True to Life by Röyksopp
3,It's What I Want by Röyksopp
16,Poor Leno by Röyksopp
4,Remind Me - Radio Edit by Röyksopp
11,Silver Cruiser by Röyksopp
2,Suzuki by Tosca
15,"Circle, Square, Triangle by Test Icicles"
6,Beautiful Day Without You by Röyksopp
6,A Higher Place by Röyksopp
3,Woman (MSTRKRFT Remix) by Wolfmother
3,Woman (MSTRKRFT Remix) by MSTRKRFT
11,Triumphant by Röyksopp
12,Only This Moment by Röyksopp
3,49 Percent by Röyksopp
6,Follow My Ruin by Röyksopp
3,What Else Is There? by Röyksopp
6,Circuit Breaker by Röyksopp
17,Alpha Male by Röyksopp
8,Tristesse Globale by Röyksopp
19,Clean Sweep by Röyksopp
6,Looser Now by Röyksopp
18,Knocked Up - Lykke Li vs. Rodeo Remix by Kings of Leon
18,Knocked Up - Lykke Li vs. Rodeo Remix by Lykke Li
18,Knocked Up - Lykke Li vs. Rodeo Remix by John Hill
11,Time to Pretend by MGMT
0,Standing On The Shore by Empire of the Sun
2,Country by Empire of the Sun
1,Someone Like Me by Röyksopp
19,A Modern Midnight Conversation by The Chemical Brothers
3,One (Blake's Got A New Face) by Vampire Weekend
6,Sombre detune by Röyksopp
10,Kids - Radio Mix by MGMT
12,Paper Planes - DFA Remix by M.I.A.
1,Future Reflections by MGMT
3,Electric Feel - Justice Remix by MGMT
3,Electric Feel - Justice Remix by Justice
10,Kids - Soulwax Mix by MGMT
10,Kids - Soulwax Mix by Soulwax
12,"Of Moons, Birds & Monsters - Holy Ghost Remix by MGMT"
12,"Of Moons, Birds & Monsters - Holy Ghost Remix by Holy Ghost!"
2,Dead to the World by Röyksopp
17,Burst Generator by The Chemical Brothers
3,Battle Scars by The Chemical Brothers
13,Colours by Hot Chip
16,In For The Kill by La Roux
2,My Moon My Man - Grizzly Bear Remix by Feist
6,I Don't Know What I Can Save You From - Röyksopp Remix by Kings of Convenience
6,I Don't Know What I Can Save You From - Röyksopp Remix by Röyksopp
11,Electric Feel by MGMT
4,Phantom Bride - Ghostly Groom Dub By FrankMusik by Erasure
19,Punkrocker (feat. Iggy Pop) by Teddybears
19,Punkrocker (feat. Iggy Pop) by Iggy Pop
6,Girls (Rex The Dog Remix) by The Prodigy
16,BirdFlu by M.I.A.
15,Pull Up The People by M.I.A.
16,Jimmy by M.I.A.
18,Boyz by M.I.A.
15,Mango Pickle Down River by M.I.A.
15,Mango Pickle Down River by The Wilcannia Mob
18,Mercury - Original Mix by Bloc Party
4,Dressed to Digress - Rusty Egan and Sie Medway-Smith Remix by Boy Crisis
10,Don't Save Us From The Fames by M83
1,Broken by Gorillaz
16,Chaos by New Young Pony Club
16,Stone by New Young Pony Club
5,Automatic Lover by Teddybears
18,Midnight Madness by The Chemical Brothers
5,Dirty Harry - Chopper Remix by Gorillaz
18,Feel Good Inc. by Gorillaz
5,5/4 by Gorillaz
5,Left Hand Suzuki Method by Gorillaz
18,The Blog by Datarock
1,This Too Shall Pass by OK Go
16,Quicksand by La Roux
10,Love Is Noise - Tom Middleton Remix by The Verve
10,Love Is Noise - Tom Middleton Remix by Tom Middleton
11,How He Loves by NorthStar Worship
13,Another World by The Chemical Brothers
19,Dissolve by The Chemical Brothers
19,Horse Power by The Chemical Brothers
19,Swoon by The Chemical Brothers
6,K+D+B by The Chemical Brothers
6,Jique - MSTRKRFT Remix by Brazilian Girls
6,Jique - MSTRKRFT Remix by MSTRKRFT
12,Hand Me Down Your Love by Hot Chip
12,We Have Love by Hot Chip
0,Shake A Fist by Hot Chip
19,O.N.E by Yeasayer
10,I Remember by Yeasayer
6,Rome by Yeasayer
0,Mondegreen by Yeasayer
12,Animal by Miike Snow
18,My Girls by Animal Collective
16,Convertible Balloon by Wavves
18,"Let's Make Out by Does It Offend You, Yeah?"
1,Omen by The Prodigy
19,Once Upon a Time - radio edit by Air
6,The New School by The Tough Alliance
5,Something Special by The Tough Alliance
18,Make It Happen by The Tough Alliance
3,Holiday by The Tough Alliance
1,Mr. Brightside by The Killers
19,Out of the Blue by Julian Casablancas
18,Go with the Flow - Live by Röyksopp
18,Only This Moment - Live by Röyksopp
18,Remind Me - Live by Röyksopp
18,Poor Leno - Istanbul Forever Take by Röyksopp
11,World Music by Suburban Kids With Biblical Names
2,The Alcoholic by Röyksopp
17,The Fear by Röyksopp
2,Coming Home by Röyksopp
16,Koka-Kola Veins by The Tough Alliance
0,Papercuts by Maps
6,Drugs by Ratatat
19,Stay Close by Delorean
19,Krack by Soulwax
16,Positive Tension by Bloc Party
19,Star Guitar by The Chemical Brothers
12,I'd Rather Dance With You by Kings of Convenience
11,Forest Families by The Knife
19,Silent Shout by The Knife
3,Little Bit by Lykke Li
10,Always - 2009 Mix by Erasure
6,Frequency by Rex The Dog
5,Time to Wander (Joan of Arc Remix) by GATC
6,Sad Song by Au Revoir Simone
11,How He Loves - Single Version by John Mark McMillan
11,In The Flowers by Animal Collective
18,Summertime Clothes by Animal Collective
1,Brother Sport by Animal Collective
2,Knife by Grizzly Bear
16,The Bomb - Original Version by New Young Pony Club
6,Knife - Cover Version - Original by Grizzly Bear by CSS
12,Move by CSS
6,Can't Get You out of My Head by Kylie Minogue
1,Molly by Datarock
19,Warrior's Dance - Future Funk Squad's 'Rave Soldier' Mix by The Prodigy
16,All Rights Reversed by The Chemical Brothers
2,Harpoons by The Chemical Brothers
6,Saturate by The Chemical Brothers
6,Do It Again by The Chemical Brothers
19,The Test by The Chemical Brothers
19,Wonders Of The Deep by The Chemical Brothers
17,Believe by The Chemical Brothers
1,The Boxer by The Chemical Brothers
19,Come Inside by The Chemical Brothers
10,Castles in the Snow by Twin Shadow
19,Higher Than the Stars - Skanfrom Remix by The Pains Of Being Pure At Heart
1,Signals by Eva & The Heartmaker
19,Despicable Dogs by Small Black
1,Don't Haunt This Place by The Rural Alberta Advantage
19,Denial by Edge Of Dawn
5,South Pacific - Peaces Remix by IS TROPICAL
19,Tan Man by IS TROPICAL
10,Once and for All (Original Version) by Clock Opera
1,Get Related by Wild At Heart
7,Time on Time by I Are Droid
5,We Are The People - Shazam Remix by Empire of the Sun
18,The Geeks Were Right (Boys Noize Vs. D.I.M. Mix) by The Faint
13,A Cause Des Garçons (Riot In Belgium remix) by Yelle
16,Blind by Hercules & Love Affair
18,Say the Words (Now) by DC Talk
3,OK - Yuksek Remix by Shitdisco
3,I Know Kung-Fu by Shitdisco
16,72 Virgins by Shitdisco
1,Bicycles by The Maccabees
6,Echoes - Digitalism Underwater Sonar Club Mix by Digitalism
6,Ghostwriter by RJD2
12,It's Automatic by Zoot Woman
4,Vanished - Nasty Nav Remix by Crystal Castles
19,So Electric by Lifelike
17,Not Made for Love - Leo Zero Remix by Metronomy
13,Long distance call by Phoenix
17,The Things That Dreams Are Made Of - Ilya Santana Dub Mix by The Human League
1,River of Brakelights by Julian Casablancas
17,As Time Breaks Off (The Requesters RX) by De'lorean
5,Dance Around The Fire by The Golden Filter
6,Hope In The Mirror by Zoot Woman
16,Just A Friend Of Mine by Zoot Woman
6,Look Me In The Eye by The Golden Filter
2,薔薇と彼女の王子 by Heartsrevolution
2,Pure by Blackbird Blackbird
5,Talons - FrankMusik Remix by Bloc Party
0,We Are The Night by The Chemical Brothers
17,The Pills Won't Help You Now by The Chemical Brothers
5,Neo Violence by The Tough Alliance
3,The Prayer - Hadouken Remix by Bloc Party
19,You by Gold Panda
0,Snow & Taxis by Gold Panda
5,Novias by El Guincho
1,Ghetto Facil by El Guincho
19,1969 by Boards of Canada
3,S'eteint Le Soleil by Yelle
12,Chimie Physique by Yelle
1,Mon Pays by Yelle
5,Mon Pays - Lo Fi Fnk Remix by Yelle
19,Narcissus by Pacific!
10,Never Win - TV On The Radio Hoof-Hearted Remix by Fischerspooner
5,Soca Del Eclipse by El Guincho
5,FM Tan Sexy by El Guincho
0,Lisztomania (Classixx Version) by Phoenix
1,Swords Of Truth by These New Puritans
17,Drunk Girls - Holy Ghost! Remix by LCD Soundsystem
17,Drunk Girls - Holy Ghost! Remix by Holy Ghost!
7,Violent Dreams by Crystal Castles
19,Intimate by Crystal Castles
11,Celestica by Crystal Castles
6,Seventeen Years by Ratatat
12,Skeleton by The Good Natured
1,Winter Beats by I Break Horses
3,In the Black by Lenny Kravitz
2,Forsaken Cowboy - Edit by Röyksopp
17,Keyboard Milk by Röyksopp
3,Happy Up Here - Breakbot Remix by Röyksopp
19,Music Is Math by Boards of Canada
11,Heart: Attack by Neon Indian
19,The Blindside Kiss by Neon Indian
6,I Love London by Crystal Fighters
5,In the Summer by Crystal Fighters
10,Punching In A Dream - Single Version by The Naked And Famous
3,Houdini by Foster The People
1,Surfing on a Rocket by Air
16,Never There by CAKE
10,Don't Blame Your Daughter (Diamonds) by The Cardigans
18,The End Of The World (Bestival Live 2011) by The Cure
16,We Used To Be Friends by The Dandy Warhols
10,Purest One by Etro Anime
5,Glass Danse by The Faint
18,I'm Frank by The Fall
3,Breaking Up The Girl by Garbage
4,Cherry Lips (Go Baby Go) by Garbage
13,Androgyny by Garbage
12,C'mere by Interpol
6,Discotraxx by Ladytron
17,Losing My Edge by LCD Soundsystem
3,Rome Wasn't Built in a Day by Morcheeba
16,Emancipation by Moving Units
19,Crystal by New Order
10,60 Miles an Hour by New Order
7,Love Will Tear Us Apart by Nouvelle Vague
0,Haunted by Poe
18,Control by Poe
3,Walk The Walk by Poe
17,Wild by Poe
10,5&½ Minute Hallway by Poe
16,Hey Pretty by Poe
18,Spanish Doll by Poe
5,Nothing Better by The Postal Service
12,Girl And The Sea by The Presets
4,Tits On The Radio by Scissor Sisters
3,Laura by Scissor Sisters
6,Prince Harry by Sohodolls
12,Rock'n Roll by The Sounds
0,Maybe Tomorrow by Stereophonics
0,Closest Thing to Heaven by Tears For Fears
13,Breathe by Télépopmusik
13,Genetic world by Télépopmusik
15,Da hoola by Télépopmusik
6,Dance me by Télépopmusik
18,Night On Fire by VHS or Beta
16,Rich by Yeah Yeah Yeahs
1,Date With The Night by Yeah Yeah Yeahs
16,Tick by Yeah Yeah Yeahs
3,Pin by Yeah Yeah Yeahs
1,Cold Light by Yeah Yeah Yeahs
10,Y Control by Yeah Yeah Yeahs
0,Getaway by The Music
3,Not Big by Lily Allen
19,Rebellion (Lies) by Arcade Fire
12,Around The Bend by The Asteroids Galaxy Tour
